Line,X,Y,Ch1,Ch2,Ch3,Ch4
Livs0125p_03,287594.01,2476410.26,-1.28,-0.55,1,0.43
Livs0125p_03,287594.11,2476410.26,-2.68,-1.41,0.44,0.13
Livs0125p_03,287594.21,2476410.26,-2.99,-1.6,0.16,0.12
Livs0125p_03,287594.31,2476410.26,-3.44,-1.89,-0.22,0.13
Livs0125p_03,287594.41,2476410.26,-3.46,-1.79,-0.33,0.12
Livs0125p_03,287594.51,2476410.26,-3.45,-1.69,-0.5,-0.06
Livs0125p_03,287594.6,2476410.26,-3.27,-1.59,-0.61,0.03
Livs0125p_03,287594.7,2476410.26,-3.35,-1.5,-0.43,0.14
Livs0125p_03,287594.79,2476410.26,-3.26,-1.3,-0.51,0.03
Livs0125p_03,287594.88,2476410.25,-3.09,-1.3,-0.51,0.04
Livs0125p_03,287594.98,2476410.25,-2.98,-1.13,-0.5,-0.06
Livs0125p_03,287595.07,2476410.25,-5.53,1.23,-0.52,0.04
Livs0125p_03,287595.16,2476410.25,-7.88,3.12,-0.51,0.42
Livs0125p_03,287595.25,2476410.25,-6.95,2.73,-0.33,0.69
Livs0125p_03,287595.35,2476410.25,-4.96,2.07,0.06,0.7
Livs0125p_03,287595.45,2476410.25,-2.62,1.89,0.52,0.78
Livs0125p_03,287595.54,2476410.26,2.86,3.67,1.47,1.18
Livs0125p_03,287595.64,2476410.26,9.83,8.21,4.86,2.76
Livs0125p_03,287595.74,2476410.26,29.34,21.79,9.67,5.12
Livs0125p_03,287595.83,2476410.26,51.59,37.43,21.36,10.61
Livs0125p_03,287595.93,2476410.26,78.48,56.47,31.92,15.4
Livs0125p_03,287596.03,2476410.26,111.29,79.19,41.72,19.74
Livs0125p_03,287596.13,2476410.26,120.05,84.66,48.12,22.28
Livs0125p_03,287596.23,2476410.26,107.13,75.04,45.76,21.05
Livs0125p_03,287596.32,2476410.26,85.33,59.75,35.21,16.15
Livs0125p_03,287596.43,2476410.26,60.36,42.42,25.88,11.82
Livs0125p_03,287596.53,2476410.26,29.25,20.82,17.3,7.66
Livs0125p_03,287596.63,2476410.26,14.28,10.56,8.64,3.43
Livs0125p_03,287596.72,2476410.26,2.12,2.17,4.76,1.82
Livs0125p_03,287596.82,2476410.26,-1.93,-0.66,1.65,0.61
Livs0125p_03,287596.93,2476410.25,-3.62,-1.71,0.62,0.23
Livs0125p_03,287597.03,2476410.25,-4.09,-2.18,0.05,0.14
Livs0125p_03,287597.13,2476410.25,-4.08,-2.16,-0.23,-0.05
Livs0125p_03,287597.23,2476410.25,-3.71,-1.98,-0.41,-0.24
Livs0125p_03,287597.33,2476410.25,-3.6,-1.89,-0.62,-0.32
Livs0125p_03,287597.43,2476410.25,-3.61,-2.08,-0.89,-0.61
Livs0125p_03,287597.53,2476410.24,-3.51,-2.27,-1.09,-0.71
Livs0125p_03,287597.64,2476410.24,-3.43,-2.27,-0.97,-0.71
Livs0125p_03,287597.74,2476410.24,-3.97,-2.45,-0.9,-0.61
Livs0125p_03,287597.84,2476410.24,-4.08,-2.37,-0.8,-0.44
Livs0125p_03,287597.94,2476410.23,-4.72,-2.56,-0.79,-0.51
Livs0125p_03,287598.04,2476410.23,-5.01,-2.64,-1.07,-0.61
Livs0125p_03,287598.14,2476410.23,-4.44,-2.27,-0.98,-0.43
Livs0125p_03,287598.23,2476410.23,-3.68,-1.72,-0.6,-0.33
Livs0125p_03,287598.33,2476410.23,-3.04,-1.52,-0.32,-0.05
Livs0125p_03,287598.42,2476410.23,-2.83,-1.52,-0.33,0.05
Livs0125p_03,287598.52,2476410.23,-2.55,-1.43,-0.42,-0.15
Livs0125p_03,287598.61,2476410.22,-2.18,-1.24,-0.43,-0.24
Livs0125p_03,287598.7,2476410.22,-2.07,-1.06,-0.23,-0.23
Livs0125p_03,287598.8,2476410.22,-2.27,-0.95,-0.32,0.06
Livs0125p_03,287598.89,2476410.22,-2.74,-1.14,-0.33,0.05
Livs0125p_03,287598.98,2476410.22,-4.15,-2,-0.71,-0.23
Livs0125p_03,287599.07,2476410.22,-4.91,-2.55,-0.8,-0.33
Livs0125p_03,287599.16,2476410.22,-5.37,-2.73,-0.88,-0.32
Livs0125p_03,287599.25,2476410.22,-5.27,-2.65,-0.99,-0.52
Livs0125p_03,287599.34,2476410.22,-5.01,-2.45,-0.88,-0.6
Livs0125p_03,287599.43,2476410.22,-4.54,-2.17,-0.88,-0.53
Livs0125p_03,287599.52,2476410.21,-4.15,-1.99,-0.89,-0.52
Livs0125p_03,287599.61,2476410.21,-3.68,-1.7,-0.7,-0.33
Livs0125p_03,287599.7,2476410.21,-3.13,-1.34,-0.22,0.05
Livs0125p_03,287599.79,2476410.21,-2.45,-1.33,-0.03,0.06
Livs0125p_03,287599.88,2476410.21,-2.57,-1.13,-0.05,0.14
Livs0125p_03,287599.97,2476410.21,-2.93,-1.15,-0.14,-0.05
Livs0125p_03,287600.06,2476410.21,-3.22,-1.24,-0.31,-0.14
Livs0125p_03,287600.15,2476410.21,-3.49,-1.51,-0.31,-0.14
Livs0125p_03,287600.23,2476410.21,-3.98,-1.79,-0.23,-0.06
Livs0125p_03,287600.32,2476410.21,-4.44,-1.98,-0.22,-0.05
Livs0125p_03,287600.41,2476410.21,-4.65,-2.17,-0.42,0.05
Livs0125p_03,287600.5,2476410.21,-4.46,-2.18,-0.33,0.05
Livs0125p_03,287600.59,2476410.21,-4.73,-2.37,-0.6,-0.13
Livs0125p_03,287600.68,2476410.21,-4.75,-2.65,-0.79,-0.24
Livs0125p_03,287600.77,2476410.22,-4.74,-2.82,-0.89,-0.33
Livs0125p_03,287600.86,2476410.22,-4.75,-2.63,-0.78,-0.23
Livs0125p_03,287600.95,2476410.22,-4.75,-2.45,-0.7,-0.14
Livs0125p_03,287601.04,2476410.22,-4.55,-2.08,-0.71,-0.04
Livs0125p_03,287601.13,2476410.22,-3.89,-1.61,-0.31,0.14
Livs0125p_03,287601.22,2476410.22,-2.77,-1.05,-0.05,0.32
Livs0125p_03,287601.31,2476410.22,-1.53,0.08,0.7,0.33
Livs0125p_03,287601.4,2476410.22,0.53,1.87,1.56,0.69
Livs0125p_03,287601.48,2476410.22,4.67,4.9,2.69,1.26
Livs0125p_03,287601.57,2476410.22,7.69,6.96,4.28,1.93
Livs0125p_03,287601.65,2476410.22,12.03,9.51,5.43,2.48
Livs0125p_03,287601.74,2476410.22,14.48,10.81,6.74,3.05
Livs0125p_03,287601.82,2476410.22,15.52,11.48,7.11,3.24
Livs0125p_03,287601.9,2476410.22,13.81,9.7,6.54,2.95
Livs0125p_03,287601.99,2476410.22,10.34,7.15,4.76,2.02
Livs0125p_03,287602.07,2476410.22,4.69,2.91,3.26,1.36
Livs0125p_03,287602.16,2476410.22,1.02,0.45,1.28,0.53
Livs0125p_03,287602.25,2476410.22,-1.9,-1.42,0.15,0.05
Livs0125p_03,287602.34,2476410.22,-4.8,-3.3,-0.69,-0.43
Livs0125p_03,287602.44,2476410.21,-5.85,-3.78,-1.45,-0.6
Livs0125p_03,287602.53,2476410.21,-5.94,-3.59,-1.37,-0.61
Livs0125p_03,287602.62,2476410.21,-5.09,-2.66,-0.89,-0.15
Livs0125p_03,287602.72,2476410.21,-3.01,-1.23,0.06,0.33
Livs0125p_03,287602.81,2476410.21,0.58,1.39,1.28,0.99
Livs0125p_03,287602.9,2476410.21,1.89,3.75,2.11,1.56
Livs0125p_03,287603,2476410.21,2.46,4.87,2.41,1.92
Livs0125p_03,287603.1,2476410.21,2.37,4.31,2.21,1.92
Livs0125p_03,287603.21,2476410.21,1.51,3.17,1.93,1.64
Livs0125p_03,287603.32,2476410.21,-0.17,1.4,1.46,1.19
Livs0125p_03,287603.42,2476410.21,-1.57,0.36,0.62,0.52
Livs0125p_03,287603.53,2476410.21,-3.16,-0.96,0.05,0.15
Livs0125p_03,287603.64,2476410.21,-3.72,-1.64,-0.52,-0.32
Livs0125p_03,287603.74,2476410.21,-4.29,-2.11,-0.71,-0.59
Livs0125p_03,287603.85,2476410.21,-4.77,-2.47,-0.9,-0.8
Livs0125p_03,287603.96,2476410.21,-4.67,-2.58,-0.88,-0.61
Livs0125p_03,287604.06,2476410.21,-4.1,-2.39,-0.98,-0.5
Livs0125p_03,287604.15,2476410.21,-3.43,-1.82,-0.61,-0.22
Livs0125p_03,287604.25,2476410.21,-2.42,-0.78,-0.03,0.14
Livs0125p_03,287604.34,2476410.21,0.13,1.18,0.7,0.44
Livs0125p_03,287604.44,2476410.21,2.96,3.27,2.49,1.36
Livs0125p_03,287604.53,2476410.21,6.43,6,3.91,2.31
Livs0125p_03,287604.63,2476410.21,13.19,10.5,6.74,3.44
Livs0125p_03,287604.72,2476410.21,18.27,13.7,8.51,4.29
Livs0125p_03,287604.82,2476410.21,22.71,16.34,9.55,4.76
Livs0125p_03,287604.92,2476410.21,22.61,15.86,9.35,4.29
Livs0125p_03,287605.03,2476410.21,20.72,14.07,8.32,3.73
Livs0125p_03,287605.13,2476410.2,19.61,13.03,7.67,3.24
Livs0125p_03,287605.24,2476410.2,22.42,15.21,8.61,3.82
Livs0125p_03,287605.35,2476410.2,29.55,20.57,10.4,4.56
Livs0125p_03,287605.45,2476410.2,32.95,23.2,12.57,5.5
Livs0125p_03,287605.56,2476410.19,32.66,23.4,13.12,5.8
Livs0125p_03,287605.67,2476410.19,29.37,21.24,12.28,5.42
Livs0125p_03,287605.77,2476410.19,24.2,17.56,10.67,4.77
Livs0125p_03,287605.88,2476410.18,15.55,11.93,8.7,3.83
Livs0125p_03,287605.98,2476410.18,10.28,8.43,5.98,2.96
Livs0125p_03,287606.08,2476410.18,5.75,5.35,4.46,2.51
Livs0125p_03,287606.18,2476410.18,1.23,2.42,2.77,1.75
Livs0125p_03,287606.28,2476410.18,-1.02,0.93,1.84,1.27
Livs0125p_03,287606.38,2476410.17,-3.66,-1.07,0.9,0.62
Livs0125p_03,287606.48,2476410.17,-5.15,-2.09,-0.22,-0.04
Livs0125p_03,287606.59,2476410.17,-6.2,-2.74,-0.9,-0.32
Livs0125p_03,287606.69,2476410.17,-6.77,-3.23,-1.28,-0.71
Livs0125p_03,287606.78,2476410.16,-7.06,-3.69,-1.56,-0.89
Livs0125p_03,287606.86,2476410.17,-6.77,-3.59,-1.74,-0.7
Livs0125p_03,287606.94,2476410.17,-6.31,-3.4,-1.65,-0.53
Livs0125p_03,287607.02,2476410.17,-5.54,-3.23,-1.46,-0.42
Livs0125p_03,287607.1,2476410.17,-4.52,-2.74,-1.28,-0.52
Livs0125p_03,287607.17,2476410.17,-4.04,-2.47,-1.16,-0.42
Livs0125p_03,287607.25,2476410.17,-3.4,-2.18,-1.26,-0.51
Livs0125p_03,287607.33,2476410.17,-3.11,-2.08,-0.99,-0.41
Livs0125p_03,287607.41,2476410.17,-3,-2.28,-0.99,-0.42
Livs0125p_03,287607.48,2476410.17,-3.29,-2.46,-0.78,-0.42
Livs0125p_03,287607.56,2476410.17,-3.39,-2.29,-0.61,-0.05
Livs0125p_03,287607.63,2476410.17,-3.49,-2,-0.52,0.06
Livs0125p_03,287607.7,2476410.17,-3.57,-1.9,-0.5,0.06
Livs0125p_03,287607.77,2476410.18,-3.76,-1.62,-0.22,0.25
Livs0125p_03,287607.84,2476410.18,-3.2,-1.05,-0.05,0.52
Livs0125p_03,287607.91,2476410.18,-3,-0.96,0.24,0.61
Livs0125p_03,287607.98,2476410.18,-2.72,-1.05,0.24,0.52
Livs0125p_03,287608.06,2476410.18,-2.16,-0.87,0.43,0.42
Livs0125p_03,287608.13,2476410.18,-1.31,-0.5,0.63,0.52
Livs0125p_03,287608.21,2476410.18,-0.18,0.37,0.9,0.62
Livs0125p_03,287608.29,2476410.18,0.85,0.92,1.29,0.81
Livs0125p_03,287608.36,2476410.19,2.45,1.87,1.57,0.9
Livs0125p_03,287608.45,2476410.19,3.49,2.52,2.12,1.09
Livs0125p_03,287608.52,2476410.19,4.45,3.08,2.23,1.1
Livs0125p_03,287608.6,2476410.19,6.05,4.11,2.41,1.08
Livs0125p_03,287608.68,2476410.19,6.99,4.59,2.78,1.1
Livs0125p_03,287608.76,2476410.19,6.98,4.3,2.78,0.99
Livs0125p_03,287608.84,2476410.19,6.23,3.73,2.4,0.99
Livs0125p_03,287608.94,2476410.19,4.91,2.98,2.21,1
Livs0125p_03,287609.03,2476410.19,2.87,2.04,1.66,0.81
Livs0125p_03,287609.13,2476410.19,1.09,1.09,0.98,0.63
Livs0125p_03,287609.23,2476410.19,-0.81,-0.13,0.7,0.62
Livs0125p_03,287609.33,2476410.19,-1.93,-1.07,0.13,0.43
Livs0125p_03,287609.42,2476410.19,-3.14,-2.02,-0.32,0.06
Livs0125p_03,287609.52,2476410.19,-4.64,-2.76,-0.7,-0.13
Livs0125p_03,287609.62,2476410.19,-5.02,-3.06,-0.89,-0.12
Livs0125p_03,287609.72,2476410.19,-5.39,-3.13,-0.98,-0.13
Livs0125p_03,287609.82,2476410.2,-5.75,-3.14,-1.09,-0.22
Livs0125p_03,287609.92,2476410.2,-6.22,-3.52,-1.27,-0.31
Livs0125p_03,287610.03,2476410.2,-6.6,-3.81,-1.44,-0.23
Livs0125p_03,287610.13,2476410.21,-6.59,-3.7,-1.54,-0.3
Livs0125p_03,287610.23,2476410.21,-6.51,-3.7,-1.54,-0.41
Livs0125p_03,287610.34,2476410.21,-6.41,-3.72,-1.63,-0.69
Livs0125p_03,287610.44,2476410.22,-6.4,-3.61,-1.83,-0.88
Livs0125p_03,287610.54,2476410.22,-6.03,-3.33,-1.82,-0.98
Livs0125p_03,287610.65,2476410.22,-5.65,-3.14,-1.45,-0.6
Livs0125p_03,287610.75,2476410.22,-4.8,-2.58,-0.98,-0.3
Livs0125p_03,287610.86,2476410.22,-3.21,-1.65,-0.32,-0.03
Livs0125p_03,287610.97,2476410.22,-2.17,-1.17,-0.33,0.06
Livs0125p_03,287611.08,2476410.22,-1.33,-0.79,-0.33,0.06
Livs0125p_03,287611.19,2476410.22,-0.57,-0.33,-0.04,0.25
Livs0125p_03,287611.3,2476410.22,-0.31,-0.05,0.05,0.07
Livs0125p_03,287611.41,2476410.22,-0.38,-0.53,-0.23,-0.12
Livs0125p_03,287611.52,2476410.22,-0.86,-0.99,-0.43,-0.31
Livs0125p_03,287611.63,2476410.22,-2.18,-2.01,-0.79,-0.4
Livs0125p_03,287611.73,2476410.22,-3.21,-2.66,-1.07,-0.69
Livs0125p_03,287611.83,2476410.21,-3.6,-2.96,-1.16,-0.79
Livs0125p_03,287611.94,2476410.21,-3.97,-2.67,-0.89,-0.5
Livs0125p_03,287612.04,2476410.21,-3.69,-2.19,-0.8,-0.31
Livs0125p_03,287612.14,2476410.21,-2.56,-1.17,-0.51,-0.32
Livs0125p_03,287612.24,2476410.21,-1.53,-0.5,-0.22,-0.33
Livs0125p_03,287612.34,2476410.21,-0.6,-0.24,-0.14,-0.32
Livs0125p_03,287612.44,2476410.21,-0.02,0.06,-0.04,-0.33
Livs0125p_03,287612.54,2476410.21,-0.32,-0.04,0.05,-0.23
Livs0125p_03,287612.65,2476410.2,-1.37,-0.6,0.14,-0.13
Livs0125p_03,287612.75,2476410.2,-2.38,-1.35,-0.05,-0.14
Livs0125p_03,287612.86,2476410.2,-3.91,-2.19,-0.42,-0.23
Livs0125p_03,287612.96,2476410.2,-5.22,-2.67,-0.69,-0.05
Livs0125p_03,287613.07,2476410.2,-6.06,-3.14,-0.89,0.05
Livs0125p_03,287613.18,2476410.19,-6.74,-3.61,-0.98,-0.22
Livs0125p_03,287613.28,2476410.19,-6.45,-3.61,-1.18,-0.32
Livs0125p_03,287613.39,2476410.19,-5.61,-3.31,-1.07,-0.5
Livs0125p_03,287613.49,2476410.19,-4.11,-2.3,-0.89,-0.41
Livs0125p_03,287613.59,2476410.19,-3.06,-1.54,-0.22,-0.23
Livs0125p_03,287613.67,2476410.18,-1.46,-0.41,-0.04,-0.12
Livs0125p_03,287613.74,2476410.18,-0.44,0.25,0.43,0.15
Livs0125p_03,287613.81,2476410.18,0.69,0.92,0.61,0.25
Livs0125p_03,287613.89,2476410.18,2.87,2.04,1.1,0.53
Livs0125p_03,287613.96,2476410.18,4.64,2.87,1.84,0.8
Livs0125p_03,287614.03,2476410.18,7.56,4.58,2.41,1.01
Livs0125p_03,287614.1,2476410.18,10.18,6.18,3.25,1.36
Livs0125p_03,287614.18,2476410.18,12.74,7.5,4.01,1.64
Livs0125p_03,287614.25,2476410.18,15.28,8.89,4.48,1.84
Livs0125p_03,287614.33,2476410.18,15.19,9,4.47,1.76
Livs0125p_03,287614.42,2476410.18,12.18,7.29,3.91,1.37
Livs0125p_03,287614.51,2476410.18,8.8,5.22,2.5,0.81
Livs0125p_03,287614.6,2476410.17,5.04,2.7,1.46,0.24
Livs0125p_03,287614.69,2476410.17,0.24,-0.41,0.43,-0.13
Livs0125p_03,287614.78,2476410.17,-2.48,-1.91,-0.71,-0.41
Livs0125p_03,287614.87,2476410.17,-4.84,-3.52,-1.16,-0.8
Livs0125p_03,287614.96,2476410.16,-5.77,-4.08,-2.03,-1.17
Livs0125p_03,287615.05,2476410.16,-6.07,-4.09,-2.29,-1.26
Livs0125p_03,287615.13,2476410.16,-5.4,-3.23,-2.03,-1.26
Livs0125p_03,287615.21,2476410.16,-4.65,-2.67,-1.37,-0.89
Livs0125p_03,287615.29,2476410.16,-3.71,-2.2,-1.16,-0.69
Livs0125p_03,287615.37,2476410.16,-3.52,-2.12,-0.97,-0.6
Livs0125p_03,287615.45,2476410.16,-3.33,-2.39,-0.98,-0.51
Livs0125p_03,287615.53,2476410.16,-3.59,-2.39,-1.09,-0.5
Livs0125p_03,287615.6,2476410.16,-3.87,-2.3,-1.17,-0.41
Livs0125p_03,287615.68,2476410.16,-4.44,-2.39,-1.27,-0.42
Livs0125p_03,287615.76,2476410.16,-4.63,-2.57,-1.18,-0.5
Livs0125p_03,287615.84,2476410.16,-4.81,-2.76,-1.28,-0.6
Livs0125p_03,287615.93,2476410.15,-5.1,-2.96,-1.37,-0.59
Livs0125p_03,287616.02,2476410.15,-5.38,-3.23,-1.36,-0.78
Livs0125p_03,287616.1,2476410.15,-5.86,-3.53,-1.45,-0.69
Livs0125p_03,287616.19,2476410.15,-6.04,-3.52,-1.36,-0.49
Livs0125p_03,287616.28,2476410.15,-6.14,-3.6,-1.18,-0.41
Livs0125p_03,287616.37,2476410.15,-6.14,-3.25,-1.17,-0.3
Livs0125p_03,287616.45,2476410.15,-6.02,-3.23,-1.17,-0.6
Livs0125p_03,287616.54,2476410.14,-5.93,-3.25,-1.45,-0.7
Livs0125p_03,287616.63,2476410.14,-6.13,-3.24,-1.54,-0.68
Livs0125p_03,287616.72,2476410.14,-6.23,-3.33,-1.45,-0.59
Livs0125p_03,287616.82,2476410.14,-6.41,-3.41,-1.44,-0.51
Livs0125p_03,287616.91,2476410.14,-7.26,-3.6,-1.65,-0.68
Livs0125p_03,287617,2476410.14,-7.64,-3.61,-1.63,-0.69
Livs0125p_03,287617.1,2476410.14,-7.54,-3.51,-1.55,-0.69
Livs0125p_03,287617.19,2476410.13,-7.27,-3.6,-1.45,-0.51
Livs0125p_03,287617.28,2476410.13,-7.08,-3.8,-1.27,-0.41
Livs0125p_03,287617.38,2476410.13,-7.26,-3.9,-1.28,-0.41
Livs0125p_03,287617.47,2476410.13,-7.18,-3.79,-1.17,-0.32
Livs0125p_03,287617.56,2476410.13,-6.42,-3.5,-1.16,-0.32
Livs0125p_03,287617.66,2476410.13,-6.06,-3.43,-1.17,-0.32
Livs0125p_03,287617.76,2476410.12,-5.78,-3.43,-1.27,-0.31
Livs0125p_03,287617.85,2476410.12,-5.59,-3.23,-1.27,-0.41
Livs0125p_03,287617.95,2476410.12,-5.69,-2.96,-1.28,-0.52
Livs0125p_03,287618.04,2476410.12,-5.6,-2.94,-1.07,-0.42
Livs0125p_03,287618.14,2476410.12,-5.52,-2.94,-0.99,-0.31
Livs0125p_03,287618.23,2476410.12,-5.33,-2.94,-1.08,-0.32
Livs0125p_03,287618.33,2476410.11,-5.24,-2.84,-1.27,-0.42
Livs0125p_03,287618.44,2476410.11,-5.33,-3.05,-1.36,-0.52
Livs0125p_03,287618.54,2476410.11,-5.42,-3.04,-1.36,-0.5
Livs0125p_03,287618.65,2476410.11,-5.25,-2.85,-1.17,-0.7
Livs0125p_03,287618.76,2476410.1,-5.07,-3.14,-1.36,-0.61
Livs0125p_03,287618.87,2476410.1,-5.08,-3.14,-1.36,-0.8
Livs0125p_03,287618.98,2476410.1,-5.26,-3.03,-1.16,-0.97
Livs0125p_03,287619.08,2476410.1,-4.99,-2.48,0.15,-0.99
Livs0125p_03,287619.19,2476410.09,-4.05,-1.99,0.62,-0.7
Livs0125p_03,287619.3,2476410.09,-2.36,-0.96,0.89,-0.32
Livs0125p_03,287619.39,2476410.09,-1.23,-0.31,0.9,0.14
Livs0125p_03,287619.48,2476410.09,-0.3,0.28,0.9,0.33
Livs0125p_03,287619.57,2476410.09,0.19,0.82,0.98,0.53
Livs0125p_03,287619.67,2476410.09,-0.2,0.83,0.8,0.7
Livs0125p_03,287619.76,2476410.09,-1.33,0.17,0.62,0.62
Livs0125p_03,287619.85,2476410.09,-2.37,-0.66,0.25,0.24
Livs0125p_03,287619.94,2476410.09,-3.31,-1.25,-0.15,0.05
Livs0125p_03,287620.03,2476410.09,-4.25,-2.19,-0.51,-0.04
Livs0125p_03,287620.13,2476410.09,-4.8,-2.65,-0.88,-0.14
Livs0125p_03,287620.21,2476410.09,-5.11,-2.83,-0.98,-0.24
Livs0125p_03,287620.28,2476410.09,-5,-2.74,-1.07,-0.23
Livs0125p_03,287620.36,2476410.08,-4.61,-2.55,-0.71,-0.14
Livs0125p_03,287620.43,2476410.08,-3.96,-2.19,-0.6,0.04
Livs0125p_03,287620.51,2476410.08,-3.78,-1.98,-0.41,0.06
Livs0125p_03,287620.59,2476410.08,-3.58,-1.71,-0.41,0.06
Livs0125p_03,287620.66,2476410.07,-3.58,-1.8,-0.62,-0.04
Livs0125p_03,287620.74,2476410.07,-3.49,-1.89,-0.71,-0.23
Livs0125p_03,287620.82,2476410.07,-3.78,-2,-0.69,-0.14
Livs0125p_03,287620.9,2476410.06,-3.76,-1.9,-0.41,-0.23
Livs0125p_03,287620.99,2476410.06,-3.87,-1.72,-0.33,-0.14
Livs0125p_03,287621.08,2476410.05,-4.15,-1.81,-0.31,-0.06
Livs0125p_03,287621.17,2476410.05,-4.26,-1.98,-0.43,-0.13
Livs0125p_03,287621.26,2476410.04,-4.73,-2.27,-0.62,-0.33
Livs0125p_03,287621.35,2476410.04,-4.81,-2.19,-0.8,-0.62
Livs0125p_03,287621.43,2476410.03,-4.44,-1.98,-0.88,-0.61
Livs0125p_03,287621.52,2476410.03,-4.07,-1.9,-0.89,-0.61
Livs0125p_03,287621.61,2476410.03,-3.88,-1.79,-0.79,-0.61
Livs0125p_03,287621.7,2476410.02,-3.95,-1.89,-0.8,-0.34
Livs0125p_03,287621.79,2476410.01,-3.86,-1.99,-0.89,-0.33
Livs0125p_03,287621.88,2476410,-4.34,-2.37,-0.8,-0.15
Livs0125p_03,287621.97,2476409.99,-4.8,-2.75,-0.89,-0.13
Livs0125p_03,287622.07,2476409.98,-5.09,-3.12,-1.08,-0.33
Livs0125p_03,287622.16,2476409.98,-5.19,-3.22,-1.27,-0.52
Livs0125p_03,287622.25,2476409.97,-4.99,-3.04,-1.08,-0.43
Livs0125p_03,287622.34,2476409.96,-5.19,-3.04,-0.98,-0.42
Livs0125p_03,287622.43,2476409.95,-5.19,-2.94,-0.98,-0.6
Livs0125p_03,287622.52,2476409.94,-4.92,-2.56,-0.89,-0.52
Livs0125p_03,287622.62,2476409.92,-4.8,-2.27,-0.52,-0.43
Livs0125p_03,287622.71,2476409.91,-4.92,-2.56,-0.79,-0.34
Livs0125p_03,287622.8,2476409.89,-5.1,-2.66,-0.78,-0.13
Livs0125p_03,287622.89,2476409.87,-5.4,-3.03,-1.08,-0.14
Livs0125p_03,287622.98,2476409.86,-5.28,-3.02,-0.98,-0.05
Livs0125p_03,287623.08,2476409.84,-5.2,-2.93,-1.07,-0.14
Livs0125p_03,287623.17,2476409.82,-5.02,-2.55,-0.78,-0.24
Livs0125p_03,287623.26,2476409.8,-4.36,-1.98,-0.42,-0.13
Livs0125p_03,287623.35,2476409.79,-3.88,-1.51,0.15,0.04
Livs0125p_03,287623.44,2476409.76,-3.8,-1.42,0.34,0.04
Livs0125p_03,287623.53,2476409.73,-3.89,-1.51,0.04,0.23
Livs0125p_03,287623.63,2476409.7,-3.52,-1.33,0.14,0.24
Livs0125p_03,287623.72,2476409.67,-2.47,-0.76,0.33,0.33
Livs0125p_03,287623.81,2476409.64,-0.22,0.55,0.71,0.23
Livs0125p_03,287623.9,2476409.61,1.75,2.08,1.74,0.89
Livs0125p_03,287623.99,2476409.58,4.95,4.53,2.6,1.35
Livs0125p_03,287624.08,2476409.55,7.03,6.12,3.82,1.84
Livs0125p_03,287624.17,2476409.52,8.16,6.69,4.12,2.1
Livs0125p_03,287624.26,2476409.48,7.79,6.03,4.12,2.02
Livs0125p_03,287624.35,2476409.44,6.26,4.81,3.07,1.55
Livs0125p_03,287624.44,2476409.39,3.81,3.2,2.68,1.36
Livs0125p_03,287624.53,2476409.35,2.59,2.55,2.03,1.17
Livs0125p_03,287624.61,2476409.31,1.54,1.97,1.47,0.79
Livs0125p_03,287624.7,2476409.27,1.16,1.7,1,0.23
Livs0125p_03,287624.79,2476409.22,1.45,1.78,1.27,0.23
Livs0125p_03,287624.88,2476409.18,1.16,1.31,1.37,0.42
Livs0125p_03,287624.97,2476409.14,0.03,0.67,1.01,0.33
Livs0125p_03,287625.05,2476409.08,-1.27,-0.38,0.53,0.14
Livs0125p_03,287625.13,2476409.02,-3.27,-1.6,0.15,0.05
Livs0125p_03,287625.22,2476408.97,-4.31,-2.16,-0.24,0.13
Livs0125p_03,287625.3,2476408.91,-5.33,-2.46,-0.5,-0.15
Livs0125p_03,287625.38,2476408.85,-5.53,-2.73,-0.78,-0.43
Livs0125p_03,287625.46,2476408.8,-5.51,-2.91,-0.99,-0.53
Livs0125p_03,287625.55,2476408.74,-5.25,-2.72,-0.88,-0.52
Livs0125p_03,287625.63,2476408.68,-4.86,-2.55,-0.69,-0.33
Livs0125p_03,287625.71,2476408.63,-4.68,-2.26,-0.7,-0.23
Livs0125p_03,287625.79,2476408.56,-4.76,-2.26,-0.8,-0.16
Livs0125p_03,287625.87,2476408.5,-4.85,-2.54,-0.98,-0.23
Livs0125p_03,287625.95,2476408.44,-5.31,-2.74,-1.17,-0.43
Livs0125p_03,287626.03,2476408.37,-5.32,-2.55,-0.98,-0.24
Livs0125p_03,287626.1,2476408.31,-5.4,-2.63,-1.09,-0.33
Livs0125p_03,287626.18,2476408.25,-5.41,-2.46,-0.9,-0.14
Livs0125p_03,287626.26,2476408.18,-5.49,-2.35,-0.79,-0.14
Livs0125p_03,287626.34,2476408.12,-4.93,-2.37,-0.61,-0.06
Livs0125p_03,287626.42,2476408.06,-4.82,-2.45,-0.42,-0.04
Livs0125p_03,287626.49,2476407.99,-4.92,-2.64,-0.61,-0.14
Livs0125p_03,287626.57,2476407.91,-5.02,-2.83,-0.78,-0.43
Livs0125p_03,287626.64,2476407.83,-5.3,-2.93,-1.17,-0.44
Livs0125p_03,287626.71,2476407.76,-5.59,-2.83,-0.98,-0.43
Livs0125p_03,287626.78,2476407.68,-5.58,-2.66,-0.7,-0.06
Livs0125p_03,287626.86,2476407.61,-5.28,-2.74,-0.61,-0.14
Livs0125p_03,287626.93,2476407.53,-5.21,-3.03,-0.98,-0.42
Livs0125p_03,287627,2476407.45,-5.29,-3.31,-1.26,-0.8
